,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
223,Gideon Mensah,DF,Ghana,24,1998,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2,3.0,5.0,0.0,3.0,3.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.03,1.0,0.0,0.0,0.0,0.0,0.0,59.0,6.0,23.0,25.0,11.0,0.0,59.0,0.0,0.0,,2.0,1.0,29.0,2.0,1,87.0,87.0,32.2,1,87.0,0,0,,2,3.0,3.0,2.0,1.0,1.03,2.51,1.6,1.5,0.2,0.17,0.96,36.0,46.0,78.3,586.0,202.0,19.0,21.0,90.5,14.0,17.0,82.4,3.0,7.0,42.9,1,0.3,0.1,0.7,1.0,2.0,1.0,0.0,3.0,0,0,0,0,0,0,1,0.0,0.0,0,4.0,4.0,2.0,66.7
224,Gio Reyna,FW,United States,20,2002,0.6,0,2,0,0.0,3.4,0.0,0.0,,20.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,16.0,26.0,5.0,42.0,0.0,0.0,,1.0,1.0,32.0,4.0,2,53.0,27.0,14.7,0,,0,2,27.0,2,0.5,1.0,1.0,0.0,0.0,0.29,1.0,1.5,-0.5,-0.9,-0.96,26.0,38.0,68.4,408.0,58.0,13.0,19.0,68.4,9.0,12.0,75.0,2.0,2.0,100.0,0,0.2,0.2,-0.2,2.0,1.0,1.0,1.0,1.0,0,0,0,0,2,0,2,0.0,0.0,0,1.0,2.0,0.0,100.0
225,Giorgian De Arrascaeta,MF,Uruguay,28,1994,1.2,2,3,3,100.0,2.5,2.5,0.67,0.67,9.6,0.0,0,0,1.2,1.2,0.4,0.8,0.8,3.0,1,2.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,2,5.0,1.0,0.0,4.0,3.33,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,8.0,24.0,37.0,5.0,69.0,0.0,1.0,0.0,4.0,4.0,44.0,10.0,2,108.0,54.0,40.0,1,79.0,0,1,29.0,1,1.5,2.0,1.0,1.0,0.83,1.39,2.2,2.0,0.2,0.13,0.13,32.0,52.0,61.5,393.0,149.0,17.0,20.0,85.0,10.0,16.0,62.5,1.0,6.0,16.7,0,0.5,0.6,-0.5,3.0,3.0,3.0,0.0,4.0,0,0,0,0,0,0,6,0.0,0.0,0,7.0,0.0,4.0,0.0
226,Gleison Bremer,DF,Brazil,25,1997,1.2,0,1,0,0.0,0.83,0.0,0.0,,5.5,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2.0,6.0,0.0,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,12.0,56.0,36.0,4.0,1.0,95.0,0.0,0.0,,1.0,0.0,68.0,0.0,2,109.0,55.0,22.7,1,90.0,1,1,19.0,3,1.5,0.0,2.0,-2.0,-1.65,-3.35,2.7,0.6,2.2,1.78,-0.11,78.0,84.0,92.9,1445.0,438.0,20.0,22.0,90.9,55.0,57.0,96.5,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,2,0,0,0,0.0,0.0,0,9.0,5.0,0.0,100.0
227,Gonzalo Montiel,DF,Argentina,25,1997,1.3,0,1,0,0.0,0.76,0.0,0.0,,27.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,3.0,2,2.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,1,4.0,1.0,0.0,3.0,3.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,23.0,49.0,25.0,1.0,95.0,0.0,1.0,0.0,3.0,2.0,68.0,9.0,4,118.0,30.0,17.1,1,62.0,0,3,19.0,2,2.0,1.0,1.0,0.0,0.0,-1.1,2.9,1.9,1.0,1.19,-0.21,69.0,81.0,85.2,954.0,307.0,39.0,42.0,92.9,26.0,28.0,92.9,1.0,3.0,33.3,0,0.3,0.2,-0.3,3.0,4.0,0.0,0.0,2.0,3,0,0,4,2,1,3,0.0,1.0,0,3.0,1.0,2.0,33.3
228,Gonzalo Plata,MF,Ecuador,22,2000,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,15.2,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,3.0,2,2.0,1.0,0.0,2.0,8.0,25.0,6.0,3.0,0.0,3.0,2,5.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,9.0,73.0,52.0,6.0,133.0,4.0,12.0,33.3,9.0,3.0,85.0,6.0,3,269.0,90.0,99.6,3,90.0,2,0,,0,1.33,4.0,3.0,1.0,0.33,0.33,3.7,2.6,1.1,0.37,-5.44,77.0,104.0,74.0,1138.0,283.0,48.0,51.0,94.1,21.0,30.0,70.0,5.0,17.0,29.4,0,0.2,0.1,-0.2,2.0,3.0,1.0,0.0,2.0,0,0,0,4,6,0,17,0.0,0.0,0,10.0,5.0,6.0,45.5
229,Gonçalo Ramos,FW,Portugal,21,2001,1.7,3,7,5,71.4,4.14,2.96,0.43,0.6,11.3,0.0,0,0,1.6,1.6,0.22,1.4,1.4,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,2.0,0.0,2.0,1.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,5.0,20.0,30.0,10.0,55.0,0.0,2.0,0.0,7.0,0.0,39.0,13.0,4,152.0,38.0,33.8,2,70.0,0,2,6.0,1,2.25,6.0,3.0,3.0,1.78,0.87,3.7,2.4,1.3,0.76,0.76,25.0,31.0,80.6,315.0,57.0,17.0,20.0,85.0,8.0,9.0,88.9,0.0,0.0,,1,0.4,0.1,0.6,2.0,1.0,2.0,0.0,2.0,0,0,0,2,3,3,0,0.0,0.0,0,2.0,4.0,6.0,40.0
230,Granit Xhaka,MF,Switzerland,30,1992,4.0,0,6,3,50.0,1.5,0.75,0.0,0.0,21.6,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,6.0,4,1.0,5.0,0.0,4.0,6.0,66.7,2.0,3.0,2.0,1.0,2,8.0,7.0,0.0,6.0,1.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,11.0,66.0,171.0,40.0,3.0,273.0,1.0,2.0,50.0,2.0,3.0,202.0,5.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.5,5.0,9.0,-4.0,-1.0,,5.6,5.3,0.3,0.08,,215.0,243.0,88.5,3990.0,1079.0,81.0,86.0,94.2,99.0,106.0,93.4,28.0,40.0,70.0,0,0.1,0.2,-0.1,2.0,21.0,3.0,0.0,25.0,1,0,0,5,4,0,0,0.0,0.0,0,21.0,7.0,5.0,58.3
231,Gregor Kobel,GK,Switzerland,25,1997,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.0,0.0,10.0,0.0,1,90.0,90.0,25.0,1,90.0,1,0,,3,3.0,3.0,2.0,1.0,1.0,2.67,2.7,1.3,1.4,1.37,1.73,21.0,29.0,72.4,478.0,277.0,5.0,5.0,100.0,15.0,15.0,100.0,1.0,9.0,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
232,Grzegorz Krychowiak,MF,Poland,32,1990,3.7,0,1,0,0.0,0.27,0.0,0.0,,29.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,9.0,4,2.0,5.0,2.0,1.0,7.0,14.3,6.0,5.0,3.0,2.0,5,14.0,4.0,0.0,5.0,1.36,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,9.0,36.0,107.0,23.0,4.0,165.0,1.0,3.0,33.3,7.0,0.0,91.0,1.0,4,332.0,83.0,92.2,4,83.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.27,2.94,3.5,6.5,-3.0,-0.81,-1.62,93.0,127.0,73.2,1385.0,575.0,58.0,65.0,89.2,22.0,31.0,71.0,8.0,20.0,40.0,0,0.2,0.1,-0.2,3.0,8.0,1.0,0.0,7.0,1,0,0,6,7,0,1,0.0,0.0,0,23.0,4.0,3.0,57.1
233,Guido Rodríguez,MF,Argentina,28,1994,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,23.0,45.0,1.0,0.0,69.0,0.0,0.0,,0.0,0.0,54.0,0.0,1,56.0,56.0,8.1,1,56.0,0,0,,6,3.0,0.0,0.0,0.0,0.0,-0.99,0.2,0.3,-0.1,-0.16,-1.67,54.0,64.0,84.4,871.0,342.0,30.0,33.0,90.9,19.0,24.0,79.2,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
234,Guillermo Ochoa,GK,Mexico,37,1985,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,77.0,112.0,0.0,0.0,0.0,112.0,0.0,0.0,,0.0,0.0,51.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.3,2.4,0.9,0.3,,93.0,109.0,85.3,2274.0,1555.0,19.0,19.0,100.0,53.0,53.0,100.0,21.0,35.0,60.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,7.0,0.0,0.0,
235,Guillermo Varela,DF,Uruguay,29,1993,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,2,2.0,1.0,0.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,3,6.0,1.0,0.0,2.0,0.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2.0,29.0,57.0,23.0,0.0,109.0,0.0,3.0,0.0,2.0,1.0,66.0,5.0,3,183.0,61.0,67.8,2,90.0,2,1,3.0,0,1.33,2.0,2.0,0.0,0.0,0.0,3.1,3.0,0.2,0.08,0.08,62.0,92.0,67.4,1043.0,465.0,31.0,38.0,81.6,22.0,33.0,66.7,7.0,14.0,50.0,0,0.1,0.0,-0.1,1.0,3.0,2.0,1.0,6.0,0,0,0,3,8,0,7,0.0,0.0,0,8.0,1.0,2.0,33.3
236,Haji Wright,FW,United States,24,1998,1.5,1,6,2,33.3,3.94,1.31,0.17,0.5,13.6,0.0,0,0,0.5,0.5,0.09,0.5,0.5,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,3.0,1.97,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,5.0,18.0,21.0,8.0,44.0,0.0,1.0,0.0,2.0,0.0,31.0,6.0,4,137.0,34.0,38.1,1,82.0,0,3,18.0,0,1.25,1.0,2.0,-1.0,-0.66,-0.66,1.4,2.8,-1.4,-0.94,-1.4,20.0,27.0,74.1,219.0,37.0,13.0,15.0,86.7,3.0,5.0,60.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0,0,0,1,3,1,1,0.0,0.0,0,4.0,6.0,7.0,46.2
237,Hakim Ziyech,FW,Morocco,29,1993,7.1,1,10,2,20.0,1.42,0.28,0.1,0.5,27.2,1.0,0,0,0.4,0.4,0.04,0.6,0.6,10.0,7,4.0,5.0,1.0,4.0,11.0,36.4,7.0,10.0,0.0,10.0,10,20.0,4.0,1.0,20.0,2.97,11.0,6.0,3.0,0.0,0.0,0.0,3.0,0.45,2.0,0.0,1.0,0.0,0.0,0.0,386.0,3.0,70.0,185.0,134.0,8.0,386.0,12.0,29.0,41.4,15.0,11.0,263.0,17.0,7,635.0,91.0,96.2,7,91.0,5,0,,0,1.57,6.0,5.0,1.0,0.14,0.14,6.0,7.2,-1.1,-0.17,-0.72,211.0,306.0,69.0,3462.0,987.0,118.0,139.0,84.9,57.0,79.0,72.2,27.0,62.0,43.5,1,0.7,0.5,0.3,7.0,16.0,7.0,0.0,24.0,0,0,0,12,7,2,30,0.0,0.0,0,29.0,3.0,6.0,33.3
238,Hannibal Mejbri,MF,Tunisia,19,2003,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,1,11.0,11.0,4.1,0,,0,1,11.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,-1.46,-1.35,2.0,2.0,100.0,29.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
239,Haris Seferović,FW,Switzerland,30,1992,0.8,0,1,0,0.0,1.27,0.0,0.0,,12.8,0.0,0,0,0.2,0.2,0.19,-0.2,-0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0,0.0,0.0,0.0,1.0,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,9.0,8.0,1.0,20.0,0.0,0.0,,2.0,0.0,15.0,2.0,3,71.0,24.0,19.7,0,,0,3,24.0,1,1.0,1.0,4.0,-3.0,-3.8,-3.49,1.1,1.0,0.1,0.06,-0.02,10.0,14.0,71.4,135.0,23.0,7.0,7.0,100.0,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
240,Harry Kane,FW,England,29,1993,4.5,2,10,5,50.0,2.24,1.12,0.1,0.2,20.4,0.0,1,2,2.7,1.1,0.11,-0.7,-0.1,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0,2.0,5.0,0.0,10.0,2.24,5.0,0.0,1.0,3.0,1.0,0.0,3.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0,138.0,7.0,8.0,61.0,71.0,13.0,136.0,4.0,8.0,50.0,10.0,5.0,110.0,22.0,5,402.0,80.0,89.3,5,80.0,3,0,,0,2.0,11.0,3.0,8.0,1.79,-0.08,6.8,2.8,3.9,0.88,-0.4,62.0,98.0,63.3,1027.0,390.0,33.0,43.0,76.7,24.0,36.0,66.7,5.0,7.0,71.4,3,1.5,0.7,1.5,5.0,12.0,5.0,1.0,16.0,0,0,0,1,9,0,6,0.0,0.0,0,16.0,9.0,13.0,40.9
241,Harry Maguire,DF,England,29,1993,4.8,0,6,1,16.7,1.26,0.21,0.0,0.0,10.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,7.0,3,4.0,3.0,0.0,1.0,2.0,50.0,1.0,4.0,3.0,1.0,4,11.0,18.0,0.0,6.0,1.26,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,445.0,28.0,204.0,224.0,20.0,13.0,445.0,2.0,2.0,100.0,0.0,0.0,344.0,2.0,5,429.0,86.0,95.3,5,86.0,4,0,,0,2.0,11.0,3.0,8.0,1.68,-2.61,7.6,3.0,4.5,0.95,0.64,354.0,407.0,87.0,7329.0,2340.0,99.0,109.0,90.8,212.0,224.0,94.6,43.0,68.0,63.2,1,0.0,0.1,1.0,1.0,23.0,1.0,0.0,19.0,1,0,0,6,2,1,1,0.0,0.0,0,17.0,15.0,5.0,75.0
242,Harry Souttar,DF,Australia,24,1998,4.0,0,1,0,0.0,0.25,0.0,0.0,,8.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,4.0,0,3.0,1.0,0.0,2.0,3.0,66.7,1.0,7.0,4.0,3.0,6,10.0,22.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,213.0,37.0,143.0,68.0,4.0,2.0,213.0,0.0,0.0,,1.0,0.0,128.0,0.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.5,4.0,6.0,-2.0,-0.5,,2.3,7.2,-4.9,-1.23,,138.0,167.0,82.6,2588.0,1257.0,54.0,56.0,96.4,64.0,69.0,92.8,14.0,35.0,40.0,0,0.0,0.1,0.0,1.0,9.0,0.0,0.0,5.0,0,0,0,1,1,0,0,0.0,0.0,0,17.0,14.0,7.0,66.7
243,Harry Wilson,MF,Wales,25,1997,1.8,0,2,0,0.0,1.13,0.0,0.0,,20.9,1.0,0,0,0.1,0.1,0.05,-0.1,-0.1,4.0,2,1.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,5.0,3.0,0.0,4.0,2.25,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,5.0,21.0,35.0,25.0,1.0,81.0,0.0,1.0,0.0,3.0,0.0,48.0,5.0,3,160.0,53.0,59.3,2,73.0,0,1,14.0,0,0.33,1.0,1.0,0.0,0.0,4.09,2.3,2.4,-0.2,-0.09,1.31,48.0,64.0,75.0,911.0,225.0,23.0,27.0,85.2,17.0,21.0,81.0,8.0,13.0,61.5,0,0.5,0.3,-0.5,3.0,3.0,2.0,1.0,2.0,0,0,0,1,2,0,9,0.0,0.0,0,10.0,1.0,2.0,33.3
244,Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4.0,2,3.0,1.0,0.0,3.0,5.0,60.0,2.0,3.0,2.0,1.0,3,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,17.0,43.0,31.0,2.0,2.0,75.0,0.0,0.0,,0.0,0.0,34.0,0.0,2,180.0,90.0,66.7,2,90.0,2,0,,1,1.5,3.0,3.0,0.0,0.0,2.0,1.3,4.5,-3.2,-1.6,-1.76,40.0,55.0,72.7,694.0,326.0,17.0,18.0,94.4,19.0,24.0,79.2,3.0,9.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1,0,0,2,5,0,0,0.0,0.0,0,9.0,1.0,1.0,50.0
245,Hassan Al-Haydos,MF,Qatar,32,1990,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,29.2,0.0,0,0,0.0,0.0,0.01,0.0,0.0,4.0,1,2.0,2.0,0.0,2.0,8.0,25.0,6.0,0.0,0.0,0.0,2,6.0,1.0,0.0,6.0,2.62,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0,25.0,52.0,27.0,0.0,101.0,2.0,6.0,33.3,6.0,3.0,72.0,7.0,3,206.0,69.0,76.3,3,69.0,0,0,,0,0.0,0.0,6.0,-6.0,-2.62,-2.62,1.1,3.2,-2.1,-0.94,-0.96,65.0,80.0,81.3,1088.0,282.0,33.0,39.0,84.6,24.0,25.0,96.0,7.0,12.0,58.3,0,0.6,0.5,-0.6,2.0,5.0,2.0,2.0,6.0,0,0,0,4,0,1,4,0.0,0.0,0,12.0,0.0,2.0,0.0
246,Hattan Bahebri,MF,Saudi Arabia,30,1992,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,7.0,0.0,0.0,,0.0,0.0,6.0,1.0,2,4.0,2.0,1.5,0,,0,2,2.0,1,0.0,1.0,0.0,1.0,22.5,23.52,0.7,0.2,0.5,11.39,12.59,4.0,7.0,57.1,31.0,7.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,,1,0.6,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
247,Henry Martín,FW,Mexico,30,1992,1.6,1,4,2,50.0,2.47,1.23,0.25,0.5,9.9,0.0,0,0,0.9,0.9,0.23,0.1,0.1,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2,3.0,1.0,0.0,6.0,3.7,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.62,0.0,0.0,0.0,0.0,1.0,0.0,35.0,1.0,2.0,16.0,17.0,10.0,35.0,1.0,1.0,100.0,5.0,2.0,28.0,5.0,2,146.0,73.0,54.1,2,73.0,0,0,,1,2.0,2.0,0.0,2.0,1.23,3.41,2.5,1.3,1.3,0.77,1.03,13.0,20.0,65.0,152.0,14.0,9.0,12.0,75.0,4.0,6.0,66.7,0.0,0.0,,0,0.2,0.2,-0.2,5.0,0.0,0.0,0.0,0.0,0,0,0,3,3,2,0,0.0,0.0,0,4.0,3.0,2.0,60.0
248,Hernán Galíndez,GK,Ecuador,35,1987,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,63.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,,0.0,0.0,29.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,4.0,3.0,1.0,0.33,,3.7,2.6,1.2,0.39,,44.0,74.0,59.5,1275.0,996.0,11.0,11.0,100.0,16.0,16.0,100.0,16.0,46.0,34.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0
249,Hidemasa Morita,MF,Japan,27,1995,3.2,0,3,1,33.3,0.95,0.32,0.0,0.0,22.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,2.0,7.0,3,3.0,4.0,0.0,9.0,2.84,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,11.0,44.0,116.0,33.0,3.0,192.0,0.0,3.0,0.0,4.0,5.0,128.0,2.0,3,285.0,95.0,73.1,3,95.0,2,0,,1,1.33,3.0,3.0,0.0,0.0,-0.86,3.5,2.4,1.2,0.37,1.94,129.0,157.0,82.2,2180.0,695.0,68.0,79.0,86.1,47.0,58.0,81.0,12.0,16.0,75.0,0,0.1,0.1,-0.1,2.0,14.0,2.0,1.0,11.0,0,0,0,4,1,0,3,0.0,0.0,0,21.0,5.0,7.0,41.7
250,Hiroki Ito,DF,Japan,23,1999,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,9.0,48.0,7.0,0.0,64.0,0.0,0.0,,0.0,0.0,51.0,1.0,1,45.0,45.0,11.5,0,,0,1,45.0,3,0.0,0.0,1.0,-1.0,-2.0,-2.52,0.8,0.1,0.8,1.55,1.93,58.0,63.0,92.1,1007.0,257.0,28.0,28.0,100.0,25.0,27.0,92.6,5.0,8.0,62.5,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,0,0,0,3,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
